"Estimator","Version","etahat_0","etahat_1","rdhat","rrhat","cov_00","cov_01","cov_11","var_rd","var_rr","eta_0","eta_1","rd","rr","seed","n_trial","n_aux","mu_correct","pi_correct","run_id","replicate"
"IPW","Proposed",0.495117442632476,0.333414500803439,-0.161702941829036,0.673404877498796,0.00257192599138951,0.000361479347963617,0.00708586627063963,0.00893483356610191,0.0316769341913809,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,TRUE,TRUE,"parametric_mc20",6
"AIPW","Naive",0.419233140007016,0.387934508433759,-0.0312986315732564,0.925343135867712,0.00220058819473149,-9.91139053602888e-05,0.0050867845427976,0.00748560054824966,0.0407068403256792,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,TRUE,TRUE,"parametric_mc20",6
"AIPW","Proposed",0.494779976293082,0.339985833727019,-0.154794142566063,0.687145499044264,0.00227646698707604,0.000188553825203251,0.00803408557598797,0.00993344491265751,0.036150218812297,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,TRUE,TRUE,"parametric_mc20",6
"G-Formula","Naive",0.468933348852238,0.440928332356125,-0.0280050164961128,0.940279324205331,0.00241621909447936,-1.91759942856157e-05,0.00400880014679254,0.00646337122984313,0.0281088881458815,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,FALSE,TRUE,"parametric_mc20",6
"G-Formula","Proposed",0.46632726790951,0.445232223636488,-0.0210950442730223,0.954763433912864,0.00239844621952283,-9.29113843931414e-06,0.00398975422088248,0.00640678271728394,0.028482586714346,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,FALSE,TRUE,"parametric_mc20",6
"IPW","Naive",0.479133827783509,0.441767275983156,-0.0373665518003534,0.922012286268301,0.0041103817624645,-0.000218475961002864,0.00667960006868317,0.0112269337531534,0.0460721074776574,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,FALSE,TRUE,"parametric_mc20",6
"IPW","Proposed",0.495117442632476,0.333414500803439,-0.161702941829036,0.673404877498796,0.00257192599138951,0.000361479347963617,0.00708586627063963,0.00893483356610191,0.0316769341913809,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,FALSE,TRUE,"parametric_mc20",6
"AIPW","Naive",0.473109093249627,0.439238907782177,-0.0338701854674507,0.928409354310213,0.00233425996904403,9.51615239154712e-06,0.00399365105474929,0.00630887871901023,0.0267521032128505,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,FALSE,TRUE,"parametric_mc20",6
"AIPW","Proposed",0.495793505791233,0.347912685401474,-0.147880820389759,0.701729008826452,0.00228308528814647,0.000241378703122277,0.00814476502795249,0.00994509290985441,0.0363296921322441,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,FALSE,TRUE,"parametric_mc20",6
"G-Formula","Naive",0.419216207250888,0.388318739270398,-0.0308974679804895,0.926297057589669,0.00220248753616565,-9.890999167478e-05,0.00510809031044961,0.00750839782996482,0.040861678723006,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,TRUE,FALSE,"parametric_mc20",6
"G-Formula","Proposed",0.49501341340934,0.346324477644294,-0.148688935765046,0.699626451047113,0.00215810625615015,-8.14950375191089e-05,0.00831581255291853,0.0106369088841069,0.0387130879581497,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,TRUE,FALSE,"parametric_mc20",6
"IPW","Naive",0.475077058968778,0.443437312782344,-0.0316397461864339,0.933400812375339,0.00429052696592372,-0.000400691607922132,0.00685840688091722,0.0119503170626852,0.0502639551186167,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,TRUE,FALSE,"parametric_mc20",6
"IPW","Proposed",0.466073183042243,0.447271859003488,-0.018801324038756,0.959660146254216,0.00296880700999055,0.000536533325323435,0.00457196759890309,0.00646770795824677,0.0288932063483326,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,TRUE,FALSE,"parametric_mc20",6
"AIPW","Naive",0.4193305809933,0.388044495844951,-0.031286085148349,0.925390404214643,0.00220092987507215,-9.85441547667715e-05,0.00509284439390465,0.00749086257851035,0.0407192020878712,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,TRUE,FALSE,"parametric_mc20",6
"AIPW","Proposed",0.4949844731197,0.346037583874069,-0.148946889245631,0.699087754597887,0.00227800115601189,0.000178286466917863,0.00861467330347836,0.0105361015256545,0.0386870945133736,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,TRUE,FALSE,"parametric_mc20",6
"G-Formula","Naive",0.468933348852238,0.440928332356125,-0.0280050164961128,0.940279324205331,0.00241621909447936,-1.91759942856157e-05,0.00400880014679254,0.00646337122984313,0.0281088881458815,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,FALSE,FALSE,"parametric_mc20",6
"G-Formula","Proposed",0.46632726790951,0.445232223636488,-0.0210950442730223,0.954763433912864,0.00239844621952283,-9.29113843931414e-06,0.00398975422088248,0.00640678271728394,0.028482586714346,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,FALSE,FALSE,"parametric_mc20",6
"IPW","Naive",0.475077058968778,0.443437312782344,-0.0316397461864339,0.933400812375339,0.00429052696592372,-0.000400691607922132,0.00685840688091722,0.0119503170626852,0.0502639551186167,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,FALSE,FALSE,"parametric_mc20",6
"IPW","Proposed",0.466073183042243,0.447271859003488,-0.018801324038756,0.959660146254216,0.00296880700999055,0.000536533325323435,0.00457196759890309,0.00646770795824677,0.0288932063483326,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,FALSE,FALSE,"parametric_mc20",6
"AIPW","Naive",0.468930227606517,0.440545312520195,-0.0283849150863221,0.939468787859545,0.00241524817084943,-2.00165086874396e-05,0.00400494621044758,0.00646022739867189,0.0280781382526584,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,FALSE,FALSE,"parametric_mc20",6
"AIPW","Proposed",0.466314326783007,0.444789498299504,-0.0215248284835035,0.953840516477377,0.00275360572368923,0.000326391487640174,0.00431713939599534,0.00641796214440423,0.028511282511727,0.482,0.4,-0.082,0.829875518672199,11000021,500,500,FALSE,FALSE,"parametric_mc20",6
"G-Formula","Naive",0.456533265806085,0.422259056573173,-0.034274209232912,0.924925056288297,0.000207217134108324,-1.30572772210199e-05,0.000348953099969016,0.00058228478851938,0.00264068521008569,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,TRUE,TRUE,"parametric_mc20",6
"G-Formula","Proposed",0.497528476463358,0.399035976753994,-0.0984924997093646,0.80203645747176,0.000340015417634577,-8.83114548484962e-05,0.000469084514743534,0.000985722842075104,0.00335089211227544,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,TRUE,TRUE,"parametric_mc20",6
"IPW","Naive",0.51219891504871,0.464871317683815,-0.0473275973648948,0.90759918466365,0.000419022422613981,-2.49533535469635e-05,0.00057336909232643,0.00104229822203434,0.00367385818761712,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,TRUE,TRUE,"parametric_mc20",6
"IPW","Proposed",0.498386466584586,0.398342977242294,-0.100043489342292,0.799265236819362,0.000713051075019161,0.000394391131734342,0.000993288449338056,0.000917557260888533,0.00329465785902973,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,TRUE,TRUE,"parametric_mc20",6
"AIPW","Naive",0.456535070057432,0.422257525277749,-0.0342775447796826,0.92491804676611,0.000207216786357824,-1.30557983276444e-05,0.000348948101635349,0.000582276484648461,0.00264061203363837,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,TRUE,TRUE,"parametric_mc20",6
"AIPW","Proposed",0.497526443392569,0.399071958524516,-0.0984544848680527,0.80211205620207,0.000671071681705639,0.000360380335245801,0.000979965534220651,0.000930276545434688,0.00336760271067678,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,TRUE,TRUE,"parametric_mc20",6
"G-Formula","Naive",0.502355067544718,0.46526172799814,-0.0370933395465787,0.926161112043969,0.000231337958112847,-3.76336309642819e-06,0.000322727507467464,0.000561592191773168,0.00209277604739121,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,FALSE,TRUE,"parametric_mc20",6
"G-Formula","Proposed",0.504205845106814,0.46402678409653,-0.0401790610102842,0.920312187174719,0.000256855198070971,-2.73157480489762e-05,0.000351071698919931,0.000662558393088855,0.00243446988889905,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,FALSE,TRUE,"parametric_mc20",6
"IPW","Naive",0.51219891504871,0.464871317683815,-0.0473275973648948,0.90759918466365,0.000419022422613981,-2.49533535469635e-05,0.00057336909232643,0.00104229822203434,0.00367385818761712,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,FALSE,TRUE,"parametric_mc20",6
"IPW","Proposed",0.498386466584586,0.398342977242294,-0.100043489342292,0.799265236819362,0.000713051075019161,0.000394391131734342,0.000993288449338056,0.000917557260888533,0.00329465785902973,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,FALSE,TRUE,"parametric_mc20",6
"AIPW","Naive",0.509895523569609,0.462416879214283,-0.0474786443553261,0.906885543879766,0.000222814694224265,-4.2935840123731e-07,0.00032116104223313,0.000544834453259869,0.00194309447661423,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,FALSE,TRUE,"parametric_mc20",6
"AIPW","Proposed",0.498423833548479,0.400742681712144,-0.0976811518363352,0.804019901815481,0.000679370026960688,0.000436289135772512,0.00113638085391009,0.000943172609325753,0.00351809728599026,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,FALSE,TRUE,"parametric_mc20",6
"G-Formula","Naive",0.456533265806085,0.422259056573173,-0.034274209232912,0.924925056288297,0.000207217134108324,-1.30572772210199e-05,0.000348953099969016,0.00058228478851938,0.00264068521008569,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,TRUE,FALSE,"parametric_mc20",6
"G-Formula","Proposed",0.497528476463358,0.399035976753994,-0.0984924997093646,0.80203645747176,0.000340015417634577,-8.83114548484962e-05,0.000469084514743534,0.000985722842075104,0.00335089211227544,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,TRUE,FALSE,"parametric_mc20",6
"IPW","Naive",0.504758881934827,0.467727462222094,-0.0370314197127329,0.926635427254325,0.000434125816329508,-3.94917395929906e-05,0.00058714586888838,0.00110025516440387,0.00405483981231568,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,TRUE,FALSE,"parametric_mc20",6
"IPW","Proposed",0.504194204400272,0.463636979215691,-0.0405572251845813,0.91956031062907,0.00094487138470541,0.000593236971998679,0.000913678813881296,0.000672076254589349,0.00244528133876966,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,TRUE,FALSE,"parametric_mc20",6
"AIPW","Naive",0.456533256243698,0.42225909666573,-0.0342741595779671,0.924925163481033,0.000207217173756867,-1.30574093870933e-05,0.000348953473467916,0.00058228546599897,0.00264068865908622,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,TRUE,FALSE,"parametric_mc20",6
"AIPW","Proposed",0.497528623053023,0.399030042948745,-0.0984985801042789,0.802024294602681,0.000670895571883281,0.000361161859592314,0.000977588089964058,0.000926159942662711,0.00335232060450154,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,TRUE,FALSE,"parametric_mc20",6
"G-Formula","Naive",0.502355067544718,0.46526172799814,-0.0370933395465787,0.926161112043969,0.000231337958112847,-3.76336309642819e-06,0.000322727507467464,0.000561592191773168,0.00209277604739121,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,FALSE,FALSE,"parametric_mc20",6
"G-Formula","Proposed",0.504205845106814,0.46402678409653,-0.0401790610102842,0.920312187174719,0.000256855198070971,-2.73157480489762e-05,0.000351071698919931,0.000662558393088855,0.00243446988889905,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,FALSE,FALSE,"parametric_mc20",6
"IPW","Naive",0.504758881934827,0.467727462222094,-0.0370314197127329,0.926635427254325,0.000434125816329508,-3.94917395929906e-05,0.00058714586888838,0.00110025516440387,0.00405483981231568,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,FALSE,FALSE,"parametric_mc20",6
"IPW","Proposed",0.504194204400272,0.463636979215691,-0.0405572251845813,0.91956031062907,0.00094487138470541,0.000593236971998679,0.000913678813881296,0.000672076254589349,0.00244528133876966,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,FALSE,FALSE,"parametric_mc20",6
"AIPW","Naive",0.502355055004781,0.465261764705557,-0.0370932902992239,0.926161208233744,0.000231337931769793,-3.76331322330139e-06,0.000322727427342484,0.00056159198555888,0.00209277554496297,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,FALSE,FALSE,"parametric_mc20",6
"AIPW","Proposed",0.504205785163258,0.464010477184614,-0.0401953079786437,0.920279954809267,0.000896646026482332,0.000551181881493926,0.000874822782417454,0.000669105045911933,0.00243770822478536,0.5044,0.3988,-0.1056,0.790642347343378,11000022,5000,500,FALSE,FALSE,"parametric_mc20",6
"G-Formula","Naive",0.47085186031894,0.399254221190464,-0.0715976391284763,0.847940201234464,0.00286762330089769,-9.08581754455662e-05,0.00359637655201223,0.00664571620380105,0.0262167391243496,0.5,0.38,-0.12,0.76,11000023,500,5000,TRUE,TRUE,"parametric_mc20",6
"G-Formula","Proposed",0.509372474975882,0.3650734546896,-0.144299020286281,0.716712175519272,0.00270350569267498,-7.93581687291694e-06,0.00360690831164211,0.00632628563806293,0.0192977895600958,0.5,0.38,-0.12,0.76,11000023,500,5000,TRUE,TRUE,"parametric_mc20",6
"IPW","Naive",0.489008535442715,0.419355641430898,-0.0696528940118166,0.857563030165194,0.00448548619464331,-0.000267288613489759,0.00510723135474568,0.0101272947763685,0.037069293345788,0.5,0.38,-0.12,0.76,11000023,500,5000,TRUE,TRUE,"parametric_mc20",6
"IPW","Proposed",0.503578117161955,0.393342006067693,-0.110236111094262,0.781094318165519,0.00255677329581622,4.22270035596287e-05,0.0073005969500712,0.00977291623876816,0.0346800236287351,0.5,0.38,-0.12,0.76,11000023,500,5000,TRUE,TRUE,"parametric_mc20",6
"AIPW","Naive",0.471595875177419,0.39976852163312,-0.0718273535442994,0.847692998762389,0.00286358293206447,-9.11298048991862e-05,0.00360574021634322,0.00665158275820606,0.0261595944069546,0.5,0.38,-0.12,0.76,11000023,500,5000,TRUE,TRUE,"parametric_mc20",6
"AIPW","Proposed",0.507311672015795,0.385359059510147,-0.121952612505648,0.759610079497932,0.00270384250756432,5.47703504226613e-06,0.00422958209425695,0.00692247053173673,0.0224637989884854,0.5,0.38,-0.12,0.76,11000023,500,5000,TRUE,TRUE,"parametric_mc20",6
"G-Formula","Naive",0.496444057692969,0.441483180801469,-0.0549608768915001,0.889290895842506,0.00289284711950594,-1.24931893869133e-05,0.00369226543503973,0.00661009893331949,0.0243542164851246,0.5,0.38,-0.12,0.76,11000023,500,5000,FALSE,TRUE,"parametric_mc20",6
"G-Formula","Proposed",0.501951647985447,0.434908601778212,-0.0670430462072353,0.866435250334751,0.00289384667166927,-2.36024187786154e-06,0.00359509223564433,0.00649365939106932,0.0229073109160672,0.5,0.38,-0.12,0.76,11000023,500,5000,FALSE,TRUE,"parametric_mc20",6
"IPW","Naive",0.489008535442715,0.419355641430898,-0.0696528940118166,0.857563030165194,0.00448548619464331,-0.000267288613489759,0.00510723135474568,0.0101272947763685,0.037069293345788,0.5,0.38,-0.12,0.76,11000023,500,5000,FALSE,TRUE,"parametric_mc20",6
"IPW","Proposed",0.503578117161955,0.393342006067693,-0.110236111094262,0.781094318165519,0.00255677329581622,4.22270035596287e-05,0.0073005969500712,0.00977291623876816,0.0346800236287351,0.5,0.38,-0.12,0.76,11000023,500,5000,FALSE,TRUE,"parametric_mc20",6
"AIPW","Naive",0.50928494129772,0.434836812078182,-0.0744481292195379,0.853818318229015,0.00288036005008665,1.00516546485458e-05,0.00365575287761911,0.00651600961840867,0.0221242309560122,0.5,0.38,-0.12,0.76,11000023,500,5000,FALSE,TRUE,"parametric_mc20",6
"AIPW","Proposed",0.509396943395495,0.380654354602322,-0.128742588793173,0.747264701010941,0.00272618380043494,1.33661854940229e-05,0.00422656117786876,0.00692601260731565,0.0220779350782302,0.5,0.38,-0.12,0.76,11000023,500,5000,FALSE,TRUE,"parametric_mc20",6
"G-Formula","Naive",0.47085186031894,0.399254221190464,-0.0715976391284763,0.847940201234464,0.00286762330089769,-9.08581754455662e-05,0.00359637655201223,0.00664571620380105,0.0262167391243496,0.5,0.38,-0.12,0.76,11000023,500,5000,TRUE,FALSE,"parametric_mc20",6
"G-Formula","Proposed",0.509372474975882,0.3650734546896,-0.144299020286281,0.716712175519272,0.00270350569267498,-7.93581687291694e-06,0.00360690831164211,0.00632628563806293,0.0192977895600958,0.5,0.38,-0.12,0.76,11000023,500,5000,TRUE,FALSE,"parametric_mc20",6
"IPW","Naive",0.475821362084102,0.425572304434873,-0.0502490576492297,0.894395120410025,0.00448780377708236,-0.000359475875173228,0.00524061036018955,0.0104473658876184,0.0418435208141584,0.5,0.38,-0.12,0.76,11000023,500,5000,TRUE,FALSE,"parametric_mc20",6
"IPW","Proposed",0.494477070251823,0.431958965960948,-0.0625181042908749,0.873567232836426,0.00275414358027589,5.62600226425834e-05,0.00389824589152343,0.00653986942651415,0.0241370573739788,0.5,0.38,-0.12,0.76,11000023,500,5000,TRUE,FALSE,"parametric_mc20",6
"AIPW","Naive",0.471055171005284,0.399103191348449,-0.0719519796568348,0.847253604066629,0.00286391102458717,-9.00651312124916e-05,0.00360026709888955,0.0066443083859017,0.0261779770875468,0.5,0.38,-0.12,0.76,11000023,500,5000,TRUE,FALSE,"parametric_mc20",6
"AIPW","Proposed",0.508244771682494,0.364329054683776,-0.143915716998718,0.716837781680864,0.00270463020048824,9.69467104767295e-06,0.00370220052462231,0.0063874413830152,0.019658700952364,0.5,0.38,-0.12,0.76,11000023,500,5000,TRUE,FALSE,"parametric_mc20",6
"G-Formula","Naive",0.496444057692969,0.441483180801469,-0.0549608768915001,0.889290895842506,0.00289284711950594,-1.24931893869133e-05,0.00369226543503973,0.00661009893331949,0.0243542164851246,0.5,0.38,-0.12,0.76,11000023,500,5000,FALSE,FALSE,"parametric_mc20",6
"G-Formula","Proposed",0.501951647985447,0.434908601778212,-0.0670430462072353,0.866435250334751,0.00289384667166927,-2.36024187786154e-06,0.00359509223564433,0.00649365939106932,0.0229073109160672,0.5,0.38,-0.12,0.76,11000023,500,5000,FALSE,FALSE,"parametric_mc20",6
"IPW","Naive",0.475821362084102,0.425572304434873,-0.0502490576492297,0.894395120410025,0.00448780377708236,-0.000359475875173228,0.00524061036018955,0.0104473658876184,0.0418435208141584,0.5,0.38,-0.12,0.76,11000023,500,5000,FALSE,FALSE,"parametric_mc20",6
"IPW","Proposed",0.494477070251823,0.431958965960948,-0.0625181042908749,0.873567232836426,0.00275414358027589,5.62600226425834e-05,0.00389824589152343,0.00653986942651415,0.0241370573739788,0.5,0.38,-0.12,0.76,11000023,500,5000,FALSE,FALSE,"parametric_mc20",6
"AIPW","Naive",0.496704922424439,0.441335784905861,-0.0553691375185779,0.888527101265036,0.00289095667171122,-1.14913024288705e-05,0.00369285706085877,0.00660679633742773,0.0243017750491888,0.5,0.38,-0.12,0.76,11000023,500,5000,FALSE,FALSE,"parametric_mc20",6
"AIPW","Proposed",0.500259498845183,0.433672549523658,-0.0665869493215241,0.866895182449837,0.00290996603298629,1.70982954014347e-05,0.0035569098021982,0.00643267924438162,0.0228327956526533,0.5,0.38,-0.12,0.76,11000023,500,5000,FALSE,FALSE,"parametric_mc20",6
"G-Formula","Naive",0.465481086725877,0.390762327381232,-0.0747187593446455,0.839480568651659,0.000221992841500688,-1.34974903479015e-05,0.000422875602359055,0.000671863424555547,0.00277830115634784,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,TRUE,TRUE,"parametric_mc20",6
"G-Formula","Proposed",0.514919540464086,0.369827314565923,-0.145092225898163,0.718223499991096,0.000209136753812225,-9.36991127228699e-06,0.000459486777086596,0.000687363353443395,0.00219062998038268,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,TRUE,TRUE,"parametric_mc20",6
"IPW","Naive",0.51744754824312,0.4254982709295,-0.0919492773136206,0.822302226330351,0.000432059771571768,-2.09111344961027e-05,0.000543232121144859,0.00101711416170883,0.00324842901850811,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,TRUE,TRUE,"parametric_mc20",6
"IPW","Proposed",0.518817145214917,0.368752596878835,-0.150064548336082,0.710756381665223,0.000247212627809365,3.63506902124459e-05,0.000514914781011953,0.000689426028396426,0.00218495624269706,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,TRUE,TRUE,"parametric_mc20",6
"AIPW","Naive",0.465548901554441,0.390737303268781,-0.0748115982856598,0.839304532701359,0.000222002640122494,-1.35060113691221e-05,0.000422873655614231,0.000671888318474969,0.00277725604485388,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,TRUE,TRUE,"parametric_mc20",6
"AIPW","Proposed",0.515091757734072,0.368654712055984,-0.146437045678088,0.715706874592062,0.000219297828695732,1.82841330756375e-05,0.000513736822298542,0.000696466384843,0.00226103597791894,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,TRUE,TRUE,"parametric_mc20",6
"G-Formula","Naive",0.511937255245032,0.433265209929422,-0.0786720453156097,0.846324828854359,0.00024990452116352,-3.29520844029044e-06,0.000405055601251558,0.000661550539295659,0.00224981620294886,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,FALSE,TRUE,"parametric_mc20",6
"G-Formula","Proposed",0.514047458462955,0.433304039384125,-0.0807434190788294,0.842926138920599,0.000255849859558796,-1.74141637596584e-06,0.000378202408416144,0.000637535100726872,0.00213031926740667,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,FALSE,TRUE,"parametric_mc20",6
"IPW","Naive",0.51744754824312,0.4254982709295,-0.0919492773136206,0.822302226330351,0.000432059771571768,-2.09111344961027e-05,0.000543232121144859,0.00101711416170883,0.00324842901850811,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,FALSE,TRUE,"parametric_mc20",6
"IPW","Proposed",0.518817145214917,0.368752596878835,-0.150064548336082,0.710756381665223,0.000247212627809365,3.63506902124459e-05,0.000514914781011953,0.000689426028396426,0.00218495624269706,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,FALSE,TRUE,"parametric_mc20",6
"AIPW","Naive",0.527315522521508,0.428888474439185,-0.0984270480823231,0.813343161961806,0.000236238868707496,1.50416068532114e-06,0.000403552513585273,0.000636783060922127,0.00200453427810578,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,FALSE,TRUE,"parametric_mc20",6
"AIPW","Proposed",0.519250768747217,0.368954181523419,-0.150296587223798,0.71055105496249,0.000217755776740163,2.54787915554289e-05,0.000550152891856512,0.000716951085485817,0.0023139341486639,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,FALSE,TRUE,"parametric_mc20",6
"G-Formula","Naive",0.465481086725877,0.390762327381232,-0.0747187593446455,0.839480568651659,0.000221992841500688,-1.34974903479015e-05,0.000422875602359055,0.000671863424555547,0.00277830115634784,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,TRUE,FALSE,"parametric_mc20",6
"G-Formula","Proposed",0.514919540464086,0.369827314565923,-0.145092225898163,0.718223499991096,0.000209136753812225,-9.36991127228699e-06,0.000459486777086596,0.000687363353443395,0.00219062998038268,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,TRUE,FALSE,"parametric_mc20",6
"IPW","Naive",0.501832796645259,0.43005192291426,-0.0717808737309991,0.85696256958323,0.000444478698765065,-3.36356994534468e-05,0.000556875758987182,0.00106862585665914,0.00373633105818893,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,TRUE,FALSE,"parametric_mc20",6
"IPW","Proposed",0.514276817121001,0.433824346640263,-0.0804524704807374,0.843561934346715,0.000329577375269338,5.75529259175891e-05,0.000427034842705451,0.000641506366139611,0.00213422843598666,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,TRUE,FALSE,"parametric_mc20",6
"AIPW","Naive",0.465506711698018,0.390824158335584,-0.0746825533624337,0.839567182415016,0.000222018110016081,-1.34839804378167e-05,0.000422874168800429,0.000671860239692143,0.00277812595367825,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,TRUE,FALSE,"parametric_mc20",6
"AIPW","Proposed",0.515120017981439,0.371048130333695,-0.144071887647743,0.7203139411815,0.00021928395016497,1.706848698272e-05,0.000496275349829454,0.000681422326028984,0.00220638772227342,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,TRUE,FALSE,"parametric_mc20",6
"G-Formula","Naive",0.511937255245032,0.433265209929422,-0.0786720453156097,0.846324828854359,0.00024990452116352,-3.29520844029044e-06,0.000405055601251558,0.000661550539295659,0.00224981620294886,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,FALSE,FALSE,"parametric_mc20",6
"G-Formula","Proposed",0.514047458462955,0.433304039384125,-0.0807434190788294,0.842926138920599,0.000255849859558796,-1.74141637596584e-06,0.000378202408416144,0.000637535100726872,0.00213031926740667,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,FALSE,FALSE,"parametric_mc20",6
"IPW","Naive",0.501832796645259,0.43005192291426,-0.0717808737309991,0.85696256958323,0.000444478698765065,-3.36356994534468e-05,0.000556875758987182,0.00106862585665914,0.00373633105818893,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,FALSE,FALSE,"parametric_mc20",6
"IPW","Proposed",0.514276817121001,0.433824346640263,-0.0804524704807374,0.843561934346715,0.000329577375269338,5.75529259175891e-05,0.000427034842705451,0.000641506366139611,0.00213422843598666,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,FALSE,FALSE,"parametric_mc20",6
"AIPW","Naive",0.512014389554188,0.433318483070131,-0.0786959064840573,0.846301377286334,0.000249901886742166,-3.30710319197243e-06,0.00040502544379842,0.000661541536924531,0.00224905452627044,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,FALSE,FALSE,"parametric_mc20",6
"AIPW","Proposed",0.514751772770859,0.434262813079618,-0.0804889596912406,0.843635390980829,0.000300751924510316,3.48379013122259e-05,0.000410675205403478,0.000641751327289342,0.00213589048793976,0.5036,0.393,-0.1106,0.780381254964257,11000024,5000,5000,FALSE,FALSE,"parametric_mc20",6
"G-Formula","Naive",0.405446547756799,0.37254465996238,-0.0329018877944194,0.918850245546658,0.00225855293448926,-7.47130084125836e-05,0.00330995961662921,0.00571793856794364,0.032570258093174,0.514,0.382,-0.132,0.743190661478599,11000025,500,500,TRUE,TRUE,"parametric_mc20",7
"G-Formula","Proposed",0.452005161600614,0.347586467236683,-0.10441869436393,0.768987827496993,0.00240640844294225,-7.32903292841848e-05,0.00419927195437219,0.00675226105588281,0.0280702813939123,0.514,0.382,-0.132,0.743190661478599,11000025,500,500,TRUE,TRUE,"parametric_mc20",7
"IPW","Naive",0.477039689938874,0.411567860193217,-0.0654718297456575,0.862753915184611,0.00403280017830547,-0.000118705437095404,0.00473992307507934,0.00901013412757561,0.034919592130362,0.514,0.382,-0.132,0.743190661478599,11000025,500,500,TRUE,TRUE,"parametric_mc20",7
"IPW","Proposed",0.463854107203085,0.361521727106145,-0.10233238009694,0.779386711235616,0.00246918178460964,0.000369318497739333,0.00501910721437078,0.00674965200350176,0.0276226745766328,0.514,0.382,-0.132,0.743190661478599,11000025,500,500,TRUE,TRUE,"parametric_mc20",7
